OFFICE TYPE	SITE NAME	ADDRESS	SUBURB	STATE	POSTCODE	LATITUDE	LONGITUDE	Geo Coordinate
Remote Service Centre	Maningrida	Lot 915 Maningrida Community	Maningrida	NT	822	-12.04968	134.22509	-12.04968;134.22509
Remote Service Centre	Newman	"Unit 18, 26 Rogers Place"	Newman	WA	6753	-23.35541	119.73164	-23.35541;119.73164
Remote Service Centre	Northern Peninsula Area	7 Adidi Street	Bamaga	QLD	4876	-10.88778	142.38827	-10.88778;142.38827
Remote Service Centre	Papunya	"Papunya Community, Lot 256. Papunya Rd"	Papunya Community	NT	872	-23.20471	131.91331	-23.20471;131.91331
Remote Service Centre	Santa Teresa	"Lot 321 Santa Teresa Community, Alice Road"	Santa Teresa	NT	872	-24.12788	134.37335	-24.12788;134.37335
Remote Service Centre	Tiwi Islands	"Rural Transaction Centre, Lot 397 Kerinavia Highway, Bathurst Island"	Bathurst Island	NT	822	-11.75823	130.63428	-11.75823;130.63428
Remote Service Centre	Wadeye	62 Perdjert St	Wadeye	NT	822	-14.23912	129.52141	-14.23912;129.52141
Remote Service Centre	Western Cape	Corner Commercial Avenue and Kerr Point Drive	Weipa	QLD	4874	-12.63904	141.86435	-12.63904;141.86435
Remote Service Centre	Yuendumu	Cnr Conniston Road and Park Street	Yuendumu	NT	872	-22.25575	131.79531	-22.25575;131.79531
Remote Service Centre	Yarrabah	Yarrabah Shopping Centre Esplanade Road	Yarrabah	QLD	4871	-16.90626	145.8661	-16.90626;145.8661
Centrelink  Self Service Only	myGov - Brisbane	Cnr Albert & Turbot St	Brisbane	QLD	4000	-27.46724	153.02343	-27.46724;153.02343
Access Point	Eugowra	45 Broad Street	EUGOWRA	NSW	2806	-33.4277	148.372	-33.4277;148.372
Access Point	Yeoval	Cnr Forbes And Obley Street	YEOVAL	NSW	2868	-32.7555	148.6526	-32.7555;148.6526
Access Point	Kandos	30 Angus Street	KANDOS	NSW	2848	-32.8574	149.9769	-32.8574;149.9769
Access Point	Bundarra	30-32 Bendemeer St	BUNDARRA	NSW	2359	-30.1758	151.0688	-30.1758;151.0688
Access Point	Wallerawang	Main Street	WALLERAWANG	NSW	2845	-33.416	150.069	-33.416;150.069
Access Point	Tottenham	69 Umang Street	TOTTENHAM	NSW	2873	-32.2416	147.3693	-32.2416;147.3693
Access Point	Gulgong	94 Herbert Street	GULGONG	NSW	2852	-32.3659	149.5331	-32.3659;149.5331
Access Point	Portland	20 Green Street	LITHGOW	NSW	2790	-33.3533	149.9739	-33.3533;149.9739
Access Point	Tingha	7 Opal Street	TINGHA	NSW	2369	-29.9554	151.2117	-29.9554;151.2117
Access Point	Baradine	13-15 Wellington Street	BARADINE	NSW	2396	-30.949496	149.068345	-30.949496;149.068345
Access Point	Tullamore	37 Cardigan Street	TULLAMORE	NSW	2874	-32.6261	147.5552	-32.6261;147.5552
Access Point	Pilliga	60 Dangar Street	PILLIGA	NSW	2388	-30.3515	148.8875	-30.3515;148.8875
Access Point	Dunedoo	68 Bolaro Street	DUNEDOO	NSW	2844	-32.016528	149.395465	-32.016528;149.395465
Access Point	Pomona	1 Memorial Ave	POMONA	QLD	4568	-26.363	152.856	-26.363;152.856
Access Point	Mirboo North	88 Ridgway	MIRBOO NORTH	VIC	3871	-38.4021	146.1619	-38.4021;146.1619
Access Point	Lang Lang	7 Westernport Road	LANG LANG	VIC	3984	-38.264	145.5635	-38.264;145.5635
Access Point	Tarwin Lower	4/47 River Drive	TARWIN LOWER	VIC	3956	-38.701069	145.868066	-38.701069;145.868066
Access Point	Heyfield	5 George Street	HEYFIELD	VIC	3858	-37.9802	146.7862	-37.9802;146.7862
Access Point	Yarra Junction	2463 Warburton Highway	YARRA JUNCTION	VIC	3797	-37.781523	145.614496	-37.781523;145.614496
Access Point	Iluka	63 Charles St	LISMORE	NSW	2480	-29.4	153.35	-29.4;153.35
Access Point	Coraki	121 Richmond Terrace	CORAKI	NSW	2471	-28.992	153.2813	-28.992;153.2813
Access Point	Comboyne	36 Main St	COMBOYNE	NSW	2429	-31.6015	152.465	-31.6015;152.465
Access Point	Tabulam	14a Jubullum Street	TABULAM	NSW	2469	-28.894624	152.528908	-28.894624;152.528908
Access Point	Kendall	19 Comboyne Street	KENDALL	NSW	2439	-31.6303	152.7036	-31.6303;152.7036
Access Point	Merriwa	42 Vennacher Street	MERRIWA	NSW	2329	-32.1418	150.3552	-32.1418;150.3552
Access Point	Bowraville	39 High St	BOWRAVILLE	NSW	2449	-30.6521	152.8531	-30.6521;152.8531
Access Point	Laurieton	16 Laurie Street	LAURIETON	NSW	2443	-31.6440518	152.7942932	-31.6440518;152.7942932
Access Point	Maclean	50 River Street	MACLEAN	NSW	2463	-29.456849	153.196762	-29.456849;153.196762
Access Point	Clarence Town	116 Prince Street	CLARENCE TOWN	NSW	2321	-32.5817	151.7845	-32.5817;151.7845
Access Point	Drake	Lot 9 Bruxner Highway	DRAKE	NSW	2469	-28.9281	152.3752	-28.9281;152.3752
Access Point	Cooranbong	"Shop 6, 559 Freemans Drive"	COORANBONG	NSW	2265	-33.074	151.451	-33.074;151.451
Access Point	Bonya	"Plenty Highway, Via Alice Springs"	ALICE SPRINGS	NT	872	-22.7858	136.1689	-22.7858;136.1689
Access Point	Rittarangu	Urapunga Community	KATHERINE	NT	852	-14.705188	134.562257	-14.705188;134.562257
Access Point	Apmere Mwerre	15 Len Kittle Drive	ALICE SPRINGS	NT	871	-23.743457	133.865959	-23.743457;133.865959
Access Point	Tjirrkarli	Via	ALICE SPRINGS	NT	871	-26.001452	125.471623	-26.001452;125.471623
Access Point	Murray Downs Station	"Murray Downs Station, Via Alice Springs"	ALICE SPRINGS	NT	872	-21.042873	134.676472	-21.042873;134.676472
Access Point	Wilora	"60km North Of Ti Tree, Via Alice Springs"	ALICE SPRINGS	NT	872	-21.741353	133.731412	-21.741353;133.731412
Access Point	Tjukurla	Tjukurla Community	ALICE SPRINGS	NT	872	-24.3475	128.719587	-24.3475;128.719587
Access Point	Neutral Junction Station	Davenport Via	ALICE SPRINGS	NT	872	-21.514578	133.986383	-21.514578;133.986383
Access Point	Manyallaluk	Lot 36 Manyallaluk Community	KATHERINE	NT	852	-14.267817	132.830967	-14.267817;132.830967
Access Point	Humpty Doo	340 Arnhem Hwy	HUMPTY DOO	NT	836	-12.57257	131.104071	-12.57257;131.104071
Access Point	Mt Swan Station	Mt Swan Station	ALICE SPRINGS	NT	872	-22.612651	135.034572	-22.612651;135.034572
Access Point	Kybrook Farm	Kybrook Farm Community Office	PINE CREEK	NT	847	-13.820018	131.834281	-13.820018;131.834281
Access Point	Red Gum Store	"Redgum Store, Via"	ALICE SPRINGS	NT	872	-22.408482	135.113069	-22.408482;135.113069
Access Point	Batchelor	Nurndina Street	BATCHELOR	NT	845	-13.0464	131.0278	-13.0464;131.0278
Access Point	Wagait Beach	Wagait Beach Via	DARWIN	NT	801	-12.435531	130.746833	-12.435531;130.746833
Access Point	Wurankuwu	Kerinaiua Highway	WINNELLIE	NT	822	-11.617382	130.276641	-11.617382;130.276641
Access Point	Watinuma	Watinuma Road House	ALICE SPRINGS	NT	872	-26.52083411	131.8808604	-26.52083411;131.8808604
Access Point	Mintabie	Main Street	MINTABIE	SA	5724	-27.3141	133.2975	-27.3141;133.2975
Access Point	Karylwara	Patjarr Aboriginal Corporation	ALICE SPRINGS	NT	872	-24.616455	126.314265	-24.616455;126.314265
Access Point	Frog Hollow	Via Great Northern Highway	KUNUNURRA	WA	6743	-17.2752	128.051	-17.2752;128.051
Access Point	Mowanjum	Gibb River Road	DERBY	WA	6728	-17.355062	123.700252	-17.355062;123.700252
Access Point	Kadjina	Millajiddee Via	FITZROY CROSSING	WA	6765	-18.825229	124.942273	-18.825229;124.942273
Access Point	Pandanus Park	Community Admin Office	DERBY	WA	6728	-17.73689	123.659451	-17.73689;123.659451
Access Point	Boyne Island	Cnr Wyndham & Hayes Avenue	BOYNE ISLAND	QLD	4680	-23.9943	151.3849	-23.9943;151.3849
Access Point	Cardwell	4 Balliol Street	CARDWELL	QLD	4849	-18.267243	146.029526	-18.267243;146.029526
Access Point	Georgetown	St George Street	GEORGETOWN	QLD	4871	-18.2927	143.5497	-18.2927;143.5497
Access Point	Birdsville	29 Burt Street	BIRDSVILLE	QLD	4482	-25.8985	139.3512	-25.8985;139.3512
Access Point	Herberton	59 Grace Street	HERBERTON	QLD	4887	-17.3842	145.3859	-17.3842;145.3859
Access Point	Moura	Shop 2/39 Young Street	MOURA	QLD	4718	-24.5723	149.973	-24.5723;149.973
Access Point	Theodore	74 The Boulevard	THEODORE	QLD	4719	-24.94297	150.075624	-24.94297;150.075624
Access Point	Chillagoe	19-25 Queen Street	CHILLAGOE	QLD	4871	-17.1485	144.5178	-17.1485;144.5178
Access Point	Malanda	31 James Street	MALANDA	QLD	4885	-17.352681	145.594602	-17.352681;145.594602
Access Point	Giru	14 Carey Street	GIRU	QLD	4809	-19.5133	147.1058	-19.5133;147.1058
Access Point	Home Hill	58 Eighth Avenue	HOME HILL	QLD	4806	-19.8446	147.4135	-19.8446;147.4135
Access Point	Millaa Millaa	21 Main Street	MILLAA MILLAA	QLD	4886	-17.5115	145.6115	-17.5115;145.6115
Access Point	Mount Larcom	47 Raglan Street	GLADSTONE	QLD	4680	-23.7968	150.9688	-23.7968;150.9688
Access Point	Stephens Island	Randall Street	THURSDAY ISLAND	QLD	4875	-9.506545	143.545797	-9.506545;143.545797
Access Point	Glenden	Glenden Town Centre	GLENDEN	QLD	4743	-21.3291	148.097	-21.3291;148.097
Access Point	Mount Garnet	Kennedy Highway	MOUNT GARNET	QLD	4872	-17.676	145.1147	-17.676;145.1147
Access Point	Rollingstone	Community Close	ROLLINGSTONE	QLD	4816	-19.0435	146.3916	-19.0435;146.3916
Access Point	Ravenshoe	Ascham Street	RAVENSHOE	QLD	4888	-17.613122	145.48115	-17.613122;145.48115
Access Point	Mission Beach	2018 Tully-Mission Beach Road	MISSION BEACH	QLD	4852	-17.8958	146.0914	-17.8958;146.0914
Access Point	Bedourie	Herbert Street	BEDOURIE	QLD	4829	-24.3268	139.4472	-24.3268;139.4472
Access Point	Port Douglas	Mowbray Street	PORT DOUGLAS	QLD	4877	-16.4844	145.4631	-16.4844;145.4631
Access Point	Aramac	44 Gordon St	ARAMAC	QLD	4726	-22.971552	145.242567	-22.971552;145.242567
Access Point	Urandangi	Urandangi	MOUNT ISA	QLD	4825	-21.609664	138.316822	-21.609664;138.316822
Access Point	Richmond	Goldring Street	RICHMOND	QLD	4822	-20.7318	143.1345	-20.7318;143.1345
Access Point	Julia Creek	14 Burke Street	JULIA CREEK	QLD	4823	-20.6485	141.7345	-20.6485;141.7345
Access Point	Bohlevale	52 Palm Drive	DEERAGUN	QLD	4818	-19.24522	146.67422	-19.24522;146.67422
Access Point	Dimbulah	10 Raleigh Street	DIMBULAH	QLD	4872	-17.1476	145.113	-17.1476;145.113
Access Point	Jericho	8 Darwin Street	JERICHO	QLD	4728	-23.6021	146.125	-23.6021;146.125
Access Point	Greenvale	2 Acacia Drive	GREENVALE	QLD	4816	-18.999473	144.979942	-18.999473;144.979942
Access Point	Sarina	65 Broad Street	MACKAY	QLD	4740	-21.421322	149.216133	-21.421322;149.216133
Access Point	Silkwood	78 Victoria Street	SILKWOOD	QLD	4856	-17.7455	146.0225	-17.7455;146.0225
Access Point	Gordonvale	84 Gordon Street	GORDONVALE	QLD	4865	-17.09308	145.786798	-17.09308;145.786798
Access Point	Urana	30-32 William Street	URANA	NSW	2645	-35.3317	146.2689	-35.3317;146.2689
Access Point	Mathoura	23 Moama Street	MATHOURA	NSW	2710	-35.8129	144.8977	-35.8129;144.8977
Access Point	Tocumwal	2 Deniliquin Road	TOCUMWAL	NSW	2714	-35.815	145.5681	-35.815;145.5681
Access Point	Finley	4 Howe Street	WOLLONGONG	NSW	2500	-35.6399	145.5691	-35.6399;145.5691
Access Point	Nathalia	44 Blake Street	NATHALIA	VIC	3638	-36.0578	145.2061	-36.0578;145.2061
Access Point	Wallan	42 Bentinck Street	WALLAN	VIC	3756	-37.4127	144.9792	-37.4127;144.9792
Access Point	Beechworth	30 Ford Street	BEECHWORTH	VIC	3747	-36.35	146.683333	-36.35;146.683333
Access Point	Berrigan	24-26 Chanter St	BERRIGAN	NSW	2712	-35.657	145.809	-35.657;145.809
Access Point	Rushworth	67 High Street	RUSHWORTH	VIC	3612	-36.5871	145.0169	-36.5871;145.0169
Access Point	Kinglake	19 Whittlesea-Kinglake Rd	ALEXANDRA	VIC	3714	-37.5318	145.341	-37.5318;145.341
Access Point	Stanhope	25 Birdwood Avenue	STANHOPE	VIC	3623	-36.445814	144.984083	-36.445814;144.984083
Access Point	Myrtleford	32 Smith St	MYRTLEFORD	VIC	3737	-36.5595	146.7238	-36.5595;146.7238
Access Point	Cummeragunja	Cummerangunja	BARMAH	VIC	3639	-36.018041	144.958728	-36.018041;144.958728
Access Point	Kilmore	12 Sydney Street	KILMORE	VIC	3764	-37.17	144.57	-37.17;144.57
Access Point	White Cliffs	Corner Keraro Road & Johnston Street	WHITE CLIFFS	NSW	2836	-30.8485	143.1074	-30.8485;143.1074
Access Point	Tibooburra	1 Silver City Hwy	TIBOOBURRA	NSW	2880	-29.4317	142.0105	-29.4317;142.0105
Access Point	Port Macdonnell	7 Charles Street	PORT MACDONNELL	SA	5291	-38.052392	140.699019	-38.052392;140.699019
Access Point	Dunjiba	Ikartuka Terrace	OODNADATTA	SA	5734	-27.545323	135.447039	-27.545323;135.447039
Access Point	Cowell	6 Main Street	COWELL	SA	5602	-33.6842	136.9262	-33.6842;136.9262
Access Point	Loxton	4 Drabsch Street	LOXTON	SA	5333	-34.4489	140.5688	-34.4489;140.5688
Access Point	Yankalilla	Main Road	YANKALILLA	SA	5203	-35.4546	138.3356	-35.4546;138.3356
Access Point	Blanchetown	Shaw Street	BLANCHETOWN	SA	5357	-34.3521	139.6124	-34.3521;139.6124
Access Point	Cleve	10 Main Street	CLEVE	SA	5640	-33.703	136.4933	-33.703;136.4933
Access Point	Leigh Creek	"Town Centre, Leigh Creek"	LEIGH CREEK	SA	5731	-30.592337	138.402712	-30.592337;138.402712
Access Point	Beachport	2 Foster Street	BEACHPORT	SA	5280	-37.481585	140.012939	-37.481585;140.012939
Access Point	Koonibba	2 Burgoyne Street	KOONIBBA	SA	5690	-31.902523	133.426883	-31.902523;133.426883
Access Point	Kimba	Cnr Cross St And West Tce	KIMBA	SA	5641	-33.1391	136.4211	-33.1391;136.4211
Access Point	Lameroo	1a Vardon Terrace	LAMEROO	SA	5302	-35.328676	140.514772	-35.328676;140.514772
Access Point	Pinnaroo	2 Bundey Tce	PINNAROO	SA	5304	-35.2577	140.9026	-35.2577;140.9026
Access Point	Karoonda	Stokes Road	KAROONDA	SA	5307	-35.0937	139.8895	-35.0937;139.8895
Access Point	Lucindale	Musgrave Avenue	LUCINDALE	SA	5272	-36.973	140.3672	-36.973;140.3672
Access Point	Eudunda	6-8 Bruce Street	EUDUNDA	SA	5374	-34.171795	139.084954	-34.171795;139.084954
Access Point	Wudinna	"Ramsey Building, 44 Eyre Highway"	WUDINNA	SA	5652	-33.0477	135.4577	-33.0477;135.4577
Access Point	Robe	Mundy Terrace	ROBE	SA	5276	-37.1628	139.7562	-37.1628;139.7562
Access Point	Kingston Se	1 Hanson Street	KINGSTON SE	SA	5275	-36.8282	139.8518	-36.8282;139.8518
Access Point	Morgan	Cnr 4th & 8th Street	MORGAN	SA	5320	-34.0331	139.6687	-34.0331;139.6687
Access Point	Nepabunna	"Arkaroola Road, Nepabunna Via"	COPLEY	SA	5732	-30.581634	138.979977	-30.581634;138.979977
Access Point	Robertstown	7 Commercial Street	ROBERTSTOWN	SA	5381	-33.989882	139.079591	-33.989882;139.079591
Access Point	Roxby Downs	24 Tutop St	ROXBY DOWNS	SA	5725	-30.563054	136.895462	-30.563054;136.895462
Access Point	Meningie	82 Princes Highway	MENINGIE	SA	5264	-35.6905	139.3372	-35.6905;139.3372
Access Point	Elliston	6 Memorial Drive	ELLISTON	SA	5670	-33.647554	134.891143	-33.647554;134.891143
Access Point	Tambo	24 Arthur Street	TAMBO	QLD	4478	-24.8844	146.2541	-24.8844;146.2541
Access Point	Morven	Albert Street	MORVEN	QLD	4468	-26.4159	147.1129	-26.4159;147.1129
Access Point	Taroom	10 Yaldwyn Street	TAROOM	QLD	4420	-25.6302	149.8522	-25.6302;149.8522
Access Point	Augathella	98 Main Street	AUGATHELLA	QLD	4477	-25.7962	146.5816	-25.7962;146.5816
Access Point	Quilpie	52 Brolga Street	QUILPIE	QLD	4480	-26.6136	144.2643	-26.6136;144.2643
Access Point	Mitchell	Corner Mary And Dublin Street	MITCHELL	QLD	4465	-26.485843	147.97929	-26.485843;147.97929
Access Point	Gunning	90 Yass Street	GUNNING	NSW	2581	-34.7825	149.2663	-34.7825;149.2663
Access Point	Bermagui	Cnr Bunga & Young Streets	BERMAGUI	NSW	2546	-36.4171	150.0643	-36.4171;150.0643
Access Point	Harden	East Street	HARDEN	NSW	2587	-34.553253	148.36798	-34.553253;148.36798
Access Point	Sussex Inlet	161-163 Jacobs Drive	SUSSEX INLET	NSW	2540	-35.1648	150.5917	-35.1648;150.5917
Access Point	Hillston	175 High Street	HILLSTON	NSW	2675	-33.4871	145.5329	-33.4871;145.5329
Access Point	Ariah Park	44 - 46 Coolamon St	ARIAH PARK	NSW	2665	-34.3432	147.219	-34.3432;147.219
Access Point	Talbingo	4/49 Lampe Street	TALBINGO	NSW	2720	-35.5802	148.3025	-35.5802;148.3025
Access Point	Sanctuary Point	"Shop 1, 204 Kerry Street"	SANCTUARY POINT	NSW	2540	-35.1045	150.6243	-35.1045;150.6243
Access Point	Delegate	66 Bombala Street	DELEGATE	NSW	2633	-37.0432	148.9507	-37.0432;148.9507
Access Point	Ganmain	90 Ford Street	GANMAIN	NSW	2702	-34.7943	147.0412	-34.7943;147.0412
Access Point	Ivanhoe	Lot 13 Columbus Street	IVANHOE	NSW	2878	-32.895665	144.30234	-32.895665;144.30234
Access Point	Barellan	108 Yapunyah Street	BARELLAN	NSW	2665	-34.2865	146.5701	-34.2865;146.5701
Access Point	Braidwood	154 Wallace Street	BRAIDWOOD	NSW	2622	-35.4422	149.79947	-35.4422;149.79947
Access Point	Bombala	141 Maybe Street	BOMBALA	NSW	2632	-36.9026	149.2382	-36.9026;149.2382
Access Point	Boorowa	6-8 Market St	BOOROWA	NSW	2586	-34.4362	148.7179	-34.4362;148.7179
Access Point	Batlow	Pioneer Street	BATLOW	NSW	2730	-35.5209	148.1423	-35.5209;148.1423
Access Point	Zeehan	3 Belstead St	ZEEHAN	TAS	7469	-41.8813	145.34	-41.8813;145.34
Access Point	Cape Barren	1 Esplanade	CAPE BARREN ISLAND	TAS	7257	-40.370821	148.027082	-40.370821;148.027082
Access Point	Campbell Town	High St	CAMPBELL TOWN	TAS	7210	-41.929	147.4941	-41.929;147.4941
Access Point	Swansea	40 Franklin Street	SWANSEA	TAS	7190	-42.123018	148.073494	-42.123018;148.073494
Access Point	Whitemark	Flinders Island	WHITEMARK	TAS	7255	-40.1214	148.0183	-40.1214;148.0183
Access Point	Currie	15 George St	CURRIE	TAS	7256	-39.929	143.8538	-39.929;143.8538
Access Point	Lady Barron	West St	WHITEMARK	TAS	7255	-40.2103	148.239	-40.2103;148.239
Access Point	Pooncarie	Tarcoola Street	POONCARIE	NSW	2648	-33.3899	142.5691	-33.3899;142.5691
Access Point	Boort	119-121 Godfrey Street	BOORT	VIC	3537	-36.1152	143.7227	-36.1152;143.7227
Access Point	Willaura	84 Main Street	WILLAURA	VIC	3379	-37.5438	142.7416	-37.5438;142.7416
Access Point	Lake Bolac	2110 Glenelg Highway	LAKE BOLAC	VIC	3351	-37.7141	142.8394	-37.7141;142.8394
Access Point	Dartmoor	84 Greenham Street	DARTMOOR	VIC	3304	-37.923	141.2753	-37.923;141.2753
Access Point	Birregurra	65 Main Street	BIRREGURRA	VIC	3242	-38.336238	143.783453	-38.336238;143.783453
Access Point	Derrinallum	28 Main Street	DERRINALLUM	VIC	3325	-37.9474	143.2241	-37.9474;143.2241
Access Point	Sea Lake	54-56 Best Street	SEA LAKE	VIC	3533	-35.5049	142.8477	-35.5049;142.8477
Access Point	Hopetoun	75 Lascelles Street	HOPETOUN	VIC	3396	-35.7288	142.3638	-35.7288;142.3638
Access Point	Glenthompson	24-26 Memorial Drive	GLENTHOMPSON	VIC	3293	-37.6362	142.5468	-37.6362;142.5468
Access Point	Leitchville	Cnr King Albert & King George Streets	LEITCHVILLE	VIC	3567	-35.9092	144.3051	-35.9092;144.3051
Access Point	Beeac	65 Main Street	BEEAC	VIC	3251	-38.19548	143.639842	-38.19548;143.639842
Access Point	Quambatook	8 Guthrie Street	QUAMBATOOK	VIC	3540	-35.8507	143.5166	-35.8507;143.5166
Access Point	Avoca	122 High Street	AVOCA	VIC	3467	-37.0885	143.4738	-37.0885;143.4738
Access Point	Ouyen	28 Britt Street	OUYEN	VIC	3490	-35.073993	142.312761	-35.073993;142.312761
Access Point	Ultima	2 Dillon Street	ULTIMA	VIC	3544	-35.4752	143.265	-35.4752;143.265
Access Point	Beulah	77 Phillips Street	BEULAH	VIC	3395	-35.9399	142.4185	-35.9399;142.4185
Access Point	Newstead	45 Lyons Street	NEWSTEAD	VIC	3462	-37.1077	144.063	-37.1077;144.063
Access Point	Wycheproof	280 Broadway	WYCHEPROOF	VIC	3527	-36.077475	143.226168	-36.077475;143.226168
Access Point	Terang	66-68 High Street	TERANG	VIC	3264	-38.2404	142.9163	-38.2404;142.9163
Access Point	Pyramid Hill	22 Kelly Street	PYRAMID HILL	VIC	3575	-36.054477	144.115208	-36.054477;144.115208
Access Point	Manangatang	1/31 Wattle Street	MANANGATANG	VIC	3546	-35.0536	142.8827	-35.0536;142.8827
Access Point	Gascoyne Junction	4 Scott Street	GASCOYNE JUNCTION	WA	6705	-25.054365	115.20901	-25.054365;115.20901
Access Point	Northampton	Lot 475 Robinson Street	NORTHAMPTON	WA	6535	-28.349067	114.634636	-28.349067;114.634636
Access Point	Gingin	1a Lily King Place	GINGIN	WA	6503	-31.345383	115.90529	-31.345383;115.90529
Access Point	Kambalda	2-6 Barnes Drive	KAMBALDA WEST	WA	6442	-31.2149	121.6267	-31.2149;121.6267
Access Point	Harvey	5 Gibbs Street	HARVEY	WA	6220	-33.0773	115.8971	-33.0773;115.8971
Access Point	Kellerberrin	94 Massingham Street	KELLERBERRIN	WA	6410	-31.6343	117.7187	-31.6343;117.7187
Access Point	Coorow	Cnr Main & Bristol Streets	COOROW	WA	6515	-29.8812	116.0242	-29.8812;116.0242
Access Point	Donnybrook	Lot 60 South Western Highway	DONNYBROOK	WA	6239	-33.5715	115.8231	-33.5715;115.8231
Access Point	Ravensthorpe	Dunn Street	RAVENSTHORPE	WA	6346	-33.5813	120.044	-33.5813;120.044
Access Point	Brookton	89 Robinson Road	BROOKTON	WA	6306	-32.366966	117.009982	-32.366966;117.009982
Access Point	Southern Cross	Cnr Canopus & Altair Streets	SOUTHERN CROSS	WA	6426	-31.2309	119.3256	-31.2309;119.3256
Access Point	Tambellup	34 Norrish Street	TAMBELLUP	WA	6320	-34.0401	117.6391	-34.0401;117.6391
Access Point	Toodyay	79 Stirling Terrace	TOODYAY	WA	6566	-31.5493	116.4651	-31.5493;116.4651
Access Point	Ongerup	Jaekel Street	ONGERUP	WA	6336	-33.9627	118.4882	-33.9627;118.4882
Access Point	Walpole	Latham Avenue	WALPOLE	WA	6398	-34.9783	116.7335	-34.9783;116.7335
Access Point	Wandering	18 Watts Street	WANDERING	WA	6308	-32.6785	116.6704	-32.6785;116.6704
Access Point	Waroona	10 Henning Street	WAROONA	WA	6215	-32.8455	115.9223	-32.8455;115.9223
Access Point	West Arthur	27-29 Burrows Street	DARKAN	WA	6392	-33.3364	116.7409	-33.3364;116.7409
Access Point	Williams	5 Brooking Street	WILLIAMS	WA	6391	-33.026	116.8799	-33.026;116.8799
Access Point	Wongan Hills	2 Elphin Crescent	WONGAN HILLS	WA	6603	-30.8896	116.717	-30.8896;116.717
Access Point	Pingrup	10-12 Sanderson Street	PINGRUP	WA	6343	-33.5343	118.5084	-33.5343;118.5084
Access Point	Wyalkatchem	Lot 5700 Railway Terrace	WYALKATCHEM	WA	6485	-31.1796	117.3812	-31.1796;117.3812
Access Point	York	89 Avon Terrace	YORK	WA	6302	-31.8911	116.7675	-31.8911;116.7675
Access Point	Perenjori	Fowler Street	PERENJORI	WA	6620	-29.4402	116.2855	-29.4402;116.2855
Access Point	Quairading	1 Parker Street	QUAIRADING	WA	6383	-32.0082	117.4003	-32.0082;117.4003
Access Point	Augusta	66 Allnutt Terrace	AUGUSTA	WA	6290	-34.3134	115.1563	-34.3134;115.1563
Access Point	Beacon	11 Rowlands Street	BEACON	WA	6472	-30.4487	117.8681	-30.4487;117.8681
Access Point	Beverley	132 Vincent St	BEVERLEY	WA	6304	-32.1079	116.9303	-32.1079;116.9303
Access Point	Boyup Brook	86 Abel Street	BOYUP BROOK	WA	6244	-33.8316	116.3854	-33.8316;116.3854
Access Point	Bremer Bay	Mary Street	BREMER BAY	WA	6338	-34.3893	119.3748	-34.3893;119.3748
Access Point	Coolgardie	69 Sylester Street	KAMBALDA WEST	WA	6442	-30.954649	121.1629	-30.954649;121.1629
Access Point	Corrigin	Cnr Larke & Lynch Streets	CORRIGIN	WA	6375	-32.329	117.874	-32.329;117.874
Access Point	Cunderdin	57 Main Street	CUNDERDIN	WA	6407	-31.6504	117.2398	-31.6504;117.2398
Access Point	Dalwallinu	Lot 152-153 Johnston St	DALWALLINU	WA	6609	-30.2771	116.6528	-30.2771;116.6528
Access Point	Dowerin	13 Stewart Street	DOWERIN	WA	6461	-31.1932	117.0314	-31.1932;117.0314
Access Point	Frankland	55 Wingebellup Rd	FRANKLAND RIVER	WA	6396	-34.3635	117.0773	-34.3635;117.0773
Access Point	Goomalling	51-53 Railway Terrace	GOOMALLING	WA	6460	-31.299	116.827	-31.299;116.827
Access Point	Greenbushes	46 Blackwood Road	GREENBUSHES	WA	6254	-33.8458	116.0559	-33.8458;116.0559
Access Point	Hopetoun	Veal Street	HOPETOUN	WA	6348	-33.9487	120.1261	-33.9487;120.1261
Access Point	Hyden	40 Naughton St	HYDEN	WA	6359	-32.4476	118.8598	-32.4476;118.8598
Access Point	Jerramungup	8-10 Tobruk St	JERRAMUNGUP	WA	6337	-33.9402	118.9182	-33.9402;118.9182
Access Point	Kalannie	67 Roche Street	KALANNIE	WA	6468	-30.3507	117.1134	-30.3507;117.1134
Access Point	Kojonup	109 Albany Hwy	KOJONUP	WA	6395	-33.8321	117.1515	-33.8321;117.1515
Access Point	Kondinin	3 Gordon Street	KONDININ	WA	6367	-32.4949	118.2676	-32.4949;118.2676
Access Point	Koorda	41 Railway Street	KOORDA	WA	6475	-30.8238	117.4778	-30.8238;117.4778
Access Point	Kulin	36 Johnstone St	KULIN	WA	6365	-32.6682	118.1556	-32.6682;118.1556
Access Point	Lake Grace	Absolon Street	LAKE GRACE	WA	6353	-33.1029	118.4601	-33.1029;118.4601
Access Point	Leeman	207 Spencer Street	LEEMAN	WA	6514	-29.947644	114.978449	-29.947644;114.978449
Access Point	Mingenew	50 Midlands Road	MINGENEW	WA	6522	-29.192	115.4419	-29.192;115.4419
Access Point	Morawa	36 Winfield Street	MORAWA	WA	6623	-29.211771	116.008919	-29.211771;116.008919
Access Point	Mukinbudin	8 White Street	MUKINBUDIN	WA	6479	-30.9157	118.2037	-30.9157;118.2037
Access Point	Nannup	10 Warren Road	NANNUP	WA	6275	-33.977	115.7654	-33.977;115.7654
